ts_id,ds,prediction,lower_bound,upper_bound,value,anomaly_flag,abs_error
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T15:30:32.000+0000,-820.74567,-22071.861,21339.666,3182,0,4002.7456
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T15:01:34.000+0000,-732.92755,-19756.79,19122.81,2960,0,3692.9275
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T14:30:58.000+0000,-639.5818,-17264.42,16600.654,2765,0,3404.5818
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T14:01:49.000+0000,-558.0357,-15181.743,14526.478,2480,0,3038.0356
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T13:30:44.000+0000,-486.63467,-13199.837,12673.586,2252,0,2738.6348
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T13:00:56.000+0000,-438.1926,-11829.088,11438.0205,1823,0,2261.1926
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T12:00:39.000+0000,-403.95892,-10956.476,10502.93,1773,0,2176.959
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T11:31:32.000+0000,-412.62317,-11208.679,10775.998,1780,0,2192.623
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T11:00:47.000+0000,-432.35556,-11829.058,11301.171,1788,0,2220.3555
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T10:30:44.000+0000,-456.08252,-12478.7,11892.955,1873,0,2329.0825
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T10:00:49.000+0000,-478.98904,-13178.414,12580.903,1936,0,2414.989
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T09:31:45.000+0000,-497.44766,-13649.042,13151.736,1986,0,2483.4478
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T09:01:52.000+0000,-511.31937,-13986.395,13389.5205,2004,0,2515.3193
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T08:30:45.000+0000,-520.9158,-14308.116,13692.539,2059,0,2579.9158
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T08:00:48.000+0000,-527.39,-14599.056,14046.554,2124,0,2651.3901
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T07:30:45.000+0000,-533.47504,-14702.348,14009.354,2151,0,2684.475
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T07:00:34.000+0000,-541.11383,-14861.594,14286.12,2174,0,2715.1138
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T06:00:39.000+0000,-564.017,-15611.345,14971.338,2210,0,2774.017
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T05:30:47.000+0000,-578.64886,-16127.863,15204.685,2227,0,2805.649
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T05:01:53.000+0000,-593.7592,-16536.277,15765.672,2256,0,2849.7593
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T04:30:48.000+0000,-610.42236,-17039.133,16112.711,2216,0,2826.4224
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T04:00:49.000+0000,-627.0334,-17338.51,16616.648,2201,0,2828.0334
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T03:31:39.000+0000,-644.6607,-17864.469,17294.918,2184,0,2828.6606
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T03:00:45.000+0000,-666.6263,-18711.582,17749.238,2222,0,2888.6262
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T02:31:38.000+0000,-692.1332,-19618.57,18610.986,2259,0,2951.1333
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T02:00:45.000+0000,-725.55414,-20313.531,19417.203,2260,0,2985.5542
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T01:30:57.000+0000,-764.0464,-21428.176,20317.803,2300,0,3064.0464
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T00:31:34.000+0000,-851.65674,-24046.27,22813.846,2475,0,3326.6567
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T00:00:39.000+0000,-895.6921,-25285.578,23716.043,2644,0,3539.6921
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T23:30:50.000+0000,-931.45197,-26440.244,24865.611,2779,0,3710.452
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T23:00:49.000+0000,-957.18744,-27195.008,25785.47,2875,0,3832.1875
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T22:30:53.000+0000,-970.5645,-27332.63,26043.69,2896,0,3866.5645
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T22:00:41.000+0000,-971.6197,-27573.191,26075.238,2942,0,3913.6196
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T21:32:41.000+0000,-963.21606,-27334.771,26026.613,2998,0,3961.216
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T21:01:36.000+0000,-946.90717,-27090.8,25492.22,3014,0,3960.9072
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T20:30:52.000+0000,-927.9778,-26586.87,25197.605,2971,0,3898.9778
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T20:00:35.000+0000,-910.5229,-26120.191,24792.816,2862,0,3772.523
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T19:31:42.000+0000,-897.13086,-25820.46,24277.812,2711,0,3608.1309
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T19:01:38.000+0000,-886.70654,-25318.066,24072.879,2599,0,3485.7065
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T18:30:42.000+0000,-877.52167,-25280.027,23888.145,2691,0,3568.5217
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T18:00:48.000+0000,-866.16864,-24991.34,23689.941,2036,0,2902.1687
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T17:31:54.000+0000,-848.44745,-24491.357,22988.023,2336,0,3184.4475
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T17:00:50.000+0000,-817.5369,-23572.686,22272.05,2374,0,3191.5369
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T16:31:36.000+0000,-774.5605,-22424.357,21189.992,2119,0,2893.5605
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T16:00:55.000+0000,-714.65894,-20749.77,19609.902,1774,0,2488.659
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T15:31:58.000+0000,-646.60583,-18893.402,17764.027,1657,0,2303.606
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T15:00:44.000+0000,-565.8825,-16417.572,15633.965,1815,0,2380.8826
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T14:30:40.000+0000,-487.827,-14350.967,13498.657,2087,0,2574.827
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T14:01:50.000+0000,-419.3097,-12146.301,11624.764,2326,0,2745.3096
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T13:30:54.000+0000,-358.99054,-10560.126,9934.413,1768,0,2126.9905
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T12:30:54.000+0000,-294.8807,-8617.686,8202.278,1768,0,2062.8806
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T12:01:45.000+0000,-289.1719,-8488.781,8070.5303,1719,0,2008.1719
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T11:31:54.000+0000,-296.78607,-8819.425,8284.079,1681,0,1977.7861
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T11:00:40.000+0000,-314.21924,-9371.527,8789.299,1581,0,1895.2192
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T10:30:59.000+0000,-334.64355,-9873.795,9445.623,1325,0,1659.6436
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T10:01:44.000+0000,-354.3425,-10542.916,9955.557,1399,0,1753.3425
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T09:30:55.000+0000,-371.78604,-11094.973,10382.913,1443,0,1814.786
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T09:01:40.000+0000,-384.1919,-11594.898,10811.507,1474,0,1858.1919
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T08:30:47.000+0000,-393.45746,-11728.727,11365.072,1507,0,1900.4575
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T08:01:38.000+0000,-400.1112,-12008.662,11291.386,1519,0,1919.1112
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T07:30:52.000+0000,-406.9165,-12331.673,11580.653,1502,0,1908.9165
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T07:01:39.000+0000,-414.7363,-12521.074,12005.908,1557,0,1971.7363
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T06:31:55.000+0000,-424.9262,-12809.085,12108.035,1620,0,2044.9263
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T06:01:38.000+0000,-437.6817,-13186.292,12660.043,1703,0,2140.6816
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T05:30:51.000+0000,-452.50583,-13695.848,13056.04,1798,0,2250.5059
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T05:00:52.000+0000,-467.94293,-14199.177,13463.436,1892,0,2359.9429
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T04:30:54.000+0000,-483.83545,-14667.847,13866.372,1962,0,2445.8354
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T04:00:57.000+0000,-500.29184,-15333.182,14530.834,2012,0,2512.2917
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T03:30:43.000+0000,-518.3362,-15884.275,15094.732,2033,0,2551.3362
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T03:00:56.000+0000,-538.8869,-16464.771,15541.892,2047,0,2585.887
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T02:30:55.000+0000,-563.85175,-17494.266,16428.379,2153,0,2716.8518
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T02:00:58.000+0000,-594.00635,-18276.717,17275.582,2257,0,2851.0063
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T01:30:51.000+0000,-629.61505,-19365.82,18560.049,2392,0,3021.615
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T01:00:54.000+0000,-668.99994,-20668.604,19589.955,2525,0,3194
10_9454C3610D0A_E2288FCE3225_5,2023-04-17T00:00:45.000+0000,-749.01587,-23183.857,22142.438,2675,0,3424.0159
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T23:31:53.000+0000,-781.27997,-24216.441,23113.36,2719,0,3500.28
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T23:00:45.000+0000,-807.2776,-25285.217,24002.676,2765,0,3572.2776
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T22:31:37.000+0000,-821.6814,-25622.225,24323.574,2752,0,3573.6814
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T21:30:55.000+0000,-822.506,-25693.078,24528.498,2714,0,3536.5059
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T21:00:52.000+0000,-813.0045,-25382.238,24230.432,2692,0,3505.0044
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T20:31:40.000+0000,-801.7651,-25228.127,23827.87,2622,0,3423.7651
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T19:31:47.000+0000,-783.4424,-24673.262,23624.021,2559,0,3342.4424
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T19:00:43.000+0000,-778.50085,-24728.285,23443.463,2541,0,3319.501
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T18:01:50.000+0000,-769.56744,-24535.887,23096.135,2507,0,3276.5674
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T17:31:46.000+0000,-758.1988,-24194.602,23053.287,2429,0,3187.1987
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T17:00:39.000+0000,-736.4523,-23516.361,22377.686,2370,0,3106.4521
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T16:31:59.000+0000,-705.2825,-22685.2,21341.963,2343,0,3048.2825
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T16:00:56.000+0000,-659.235,-21315.025,19960.451,2392,0,3051.2349
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T15:30:57.000+0000,-604.7463,-19646.596,18591.35,2226,0,2830.7463
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T15:01:44.000+0000,-546.12726,-17735.953,16799.271,2119,0,2665.1272
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T14:00:44.000+0000,-428.7149,-14028.278,13203.117,1931,0,2359.7148
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T13:31:40.000+0000,-385.51355,-12552.6455,12012.031,1727,0,2112.5137
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T13:00:43.000+0000,-353.77463,-11640.522,10955.329,1130,0,1483.7747
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T12:31:52.000+0000,-338.5415,-11163.635,10500.001,1017,0,1355.5415
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T12:00:36.000+0000,-336.54333,-11134.48,10418.69,1048,0,1384.5433
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T11:30:57.000+0000,-345.6925,-11544.655,10915.839,1072,0,1417.6925
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T11:01:50.000+0000,-361.37427,-12001.98,11293.1045,1158,0,1519.3743
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T10:31:44.000+0000,-380.5117,-12734.576,12133.175,1258,0,1638.5117
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T10:01:46.000+0000,-399.04712,-13232.661,12594.875,1319,0,1718.0471
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T09:30:57.000+0000,-415.1661,-13936.889,13088.99,1357,0,1772.1661
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T09:00:46.000+0000,-427.189,-14451.906,13537.419,1409,0,1836.189
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T08:31:55.000+0000,-435.60782,-14752.743,13939.574,1459,0,1894.6078
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T08:01:38.000+0000,-442.47797,-14971.612,14188.951,1530,0,1972.478
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T07:30:55.000+0000,-449.00723,-15180.028,14185.431,1592,0,2041.0072
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T07:00:58.000+0000,-456.28336,-15532.802,14673.859,1670,0,2126.2834
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T06:31:41.000+0000,-464.95648,-15997.085,14970.16,1777,0,2241.9565
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T06:01:50.000+0000,-475.4223,-16164.625,15299.128,1897,0,2372.4224
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T05:01:54.000+0000,-499.37018,-17259.012,16382.754,2079,0,2578.37
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T04:31:45.000+0000,-511.82556,-17665.479,16855.588,2115,0,2626.8257
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T04:00:42.000+0000,-524.86774,-18214.156,17295.852,2082,0,2606.8677
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T03:31:42.000+0000,-537.889,-18636.746,17932.305,2133,0,2670.889
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T03:00:54.000+0000,-553.74365,-19273.486,18338.06,2198,0,2751.7437
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T02:30:54.000+0000,-572.3801,-19793.162,19122.854,2319,0,2891.3801
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T02:01:39.000+0000,-594.3528,-20829.34,19694.926,2494,0,3088.3528
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T01:30:56.000+0000,-621.46735,-21955.262,20667.188,2632,0,3253.4673
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T01:00:59.000+0000,-650.8535,-22976.56,21741.557,2786,0,3436.8535
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T00:30:39.000+0000,-681.5051,-24122.816,23009.986,2868,0,3549.5051
10_9454C3610D0A_E2288FCE3225_5,2023-04-16T00:01:53.000+0000,-708.8779,-25257.156,23861.193,2920,0,3628.878
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T23:30:48.000+0000,-733.6605,-26231.223,24674.402,2976,0,3709.6606
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T23:00:47.000+0000,-750.47266,-26948.781,25793.115,3067,0,3817.4727
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T22:31:46.000+0000,-758.80493,-27419.746,25900.959,3056,0,3814.805
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T22:00:46.000+0000,-759.1344,-27403.46,25901.293,3018,0,3777.1343
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T21:30:46.000+0000,-752.41864,-27379.25,25859.744,3031,0,3783.4187
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T21:00:46.000+0000,-741.18494,-26838.754,25475.77,3019,0,3760.185
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T20:30:51.000+0000,-728.2422,-26731.762,25241.031,2972,0,3700.2422
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T20:00:46.000+0000,-715.9242,-26428.568,24911.197,2962,0,3677.9243
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T19:30:52.000+0000,-705.82635,-26205.408,24684.39,2951,0,3656.8264
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T19:02:00.000+0000,-698.179,-25799.074,24553.066,2956,0,3654.179
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T18:30:39.000+0000,-690.7595,-25654.12,24335.777,2947,0,3637.7595
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T18:00:45.000+0000,-681.97064,-25418.904,24129.594,2940,0,3621.9707
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T17:02:01.000+0000,-648.3868,-24364.672,23012.982,2864,0,3512.3867
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T16:00:42.000+0000,-577.36053,-21845.531,20729.81,2768,0,3345.3606
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T15:31:41.000+0000,-531.779,-20347.346,19136.266,2744,0,3275.779
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T15:01:57.000+0000,-480.76837,-18252.965,17423.357,2671,0,3151.7683
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T14:30:40.000+0000,-426.92917,-16407.56,15715.218,2538,0,2964.9292
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T13:30:55.000+0000,-341.2397,-13059.465,12644.323,2287,0,2628.2397
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T13:00:55.000+0000,-313.19696,-12113.126,11385.559,1786,0,2099.197
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T12:31:08.000+0000,-296.9505,-11521.477,11044.566,1671,0,1967.9504
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T12:00:56.000+0000,-291.39218,-11373.782,10890.1455,1748,0,2039.3922
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T11:30:50.000+0000,-294.48993,-11625.224,10949.829,1743,0,2037.49
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T11:00:45.000+0000,-303.08102,-11997.55,11277.16,1645,0,1948.081
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T10:31:55.000+0000,-313.47748,-12449.744,11877.256,1572,0,1885.4775
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T10:01:49.000+0000,-323.96213,-12833.309,12269.758,1585,0,1908.9622
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T09:30:41.000+0000,-332.56665,-13158.016,12548.422,1659,0,1991.5667
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T09:01:00.000+0000,-338.00833,-13473.38,12745.7705,1771,0,2109.0083
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T08:30:54.000+0000,-341.136,-13699.007,13127.031,1787,0,2128.136
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T08:00:58.000+0000,-342.8592,-13796.445,13355.034,1880,0,2222.8591
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T07:32:20.000+0000,-344.32074,-13937.992,13247.837,2007,0,2351.3208
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T07:00:47.000+0000,-346.7845,-14088.237,13438.604,2022,0,2368.7844
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T06:03:17.000+0000,-355.17154,-14521.286,13997.554,2054,0,2409.1716
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T05:30:42.000+0000,-361.81027,-14815.936,14121.467,2086,0,2447.8103
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T05:01:56.000+0000,-368.21973,-15199.197,14554.757,2090,0,2458.2197
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T04:00:41.000+0000,-382.63962,-15787.96,15278.664,2288,0,2670.6396
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T03:31:48.000+0000,-390.3488,-16255.444,15702.704,2344,0,2734.3489
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T03:01:59.000+0000,-399.88455,-16858.025,15989.786,2406,0,2805.8845
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T02:30:55.000+0000,-412.44687,-17421.457,16620.428,2529,0,2941.4468
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T02:00:58.000+0000,-427.6986,-18015.264,17487.312,2627,0,3054.6987
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T01:31:44.000+0000,-445.5502,-19092.871,18169.066,2809,0,3254.5503
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T01:00:57.000+0000,-466.7082,-20025.42,19159.035,3037,0,3503.7083
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T00:30:41.000+0000,-488.30078,-20949.059,19986.086,3185,0,3673.3008
10_9454C3610D0A_E2288FCE3225_5,2023-04-15T00:00:55.000+0000,-508.27805,-21960.826,21074.88,3264,0,3772.278
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T23:31:44.000+0000,-524.6526,-22643.293,21975.982,3326,0,3850.6526
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T22:31:02.000+0000,-542.3163,-23575.49,22927.19,3419,0,3961.3164
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T22:00:51.000+0000,-541.93097,-23919.275,23036.65,3445,0,3986.931
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T21:30:52.000+0000,-536.58765,-23823.18,23064.107,3426,0,3962.5876
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T21:00:56.000+0000,-528.097,-23443.725,22514.166,3405,0,3933.097
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T20:30:54.000+0000,-518.4654,-23082.48,22464.434,3371,0,3889.4653
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T20:01:09.000+0000,-509.59964,-23011.662,22239.93,3365,0,3874.5996
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T19:31:14.000+0000,-502.419,-22849.404,21954.717,3314,0,3816.419
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T19:00:42.000+0000,-496.9221,-22696.137,21854.21,3258,0,3754.922
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T18:30:52.000+0000,-492.30505,-22579.668,21842.92,3270,0,3762.3052
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T18:01:03.000+0000,-486.59946,-22637.049,21525.088,3295,0,3781.5994
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T17:31:55.000+0000,-477.88925,-22054.07,21438.062,3315,0,3792.8892
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T16:31:29.000+0000,-442.7552,-20575.27,20058.37,3293,0,3735.7551
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T16:02:16.000+0000,-416.25336,-19643.182,18980.14,3166,0,3582.2534
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T15:31:51.000+0000,-383.2661,-18097.125,17391.809,3135,0,3518.266
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T15:02:08.000+0000,-348.03522,-16794.422,16052.731,3112,0,3460.0352
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T14:30:46.000+0000,-310.95395,-14983.513,14339.646,2994,0,3304.9539
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T13:30:54.000+0000,-253.12538,-12243.279,11881.914,2735,0,2988.1255
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T13:00:51.000+0000,-235.0889,-11587.301,11174.583,1971,0,2206.0889
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T12:31:51.000+0000,-225.7311,-11065.941,10684.541,1853,0,2078.7312
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T12:01:43.000+0000,-223.71844,-11130.493,10649.578,1799,0,2022.7185
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T11:30:42.000+0000,-228.09265,-11383.496,10937.099,1761,0,1989.0927
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T11:06:25.000+0000,-234.50706,-11812.449,11238.424,1911,0,2145.507
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T10:01:21.000+0000,-255.078,-13030.668,12637.953,2063,0,2318.0781
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T09:30:44.000+0000,-263.0122,-13517.787,13001.272,2089,0,2352.0122
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T09:01:03.000+0000,-268.71973,-13937.113,13397.041,2099,0,2367.7197
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T08:32:02.000+0000,-272.64856,-14237.805,13647.564,2134,0,2406.6484
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T08:00:43.000+0000,-275.79303,-14415.302,13963.434,2195,0,2470.793
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T07:31:45.000+0000,-278.4922,-14668.626,14156.819,2207,0,2485.4922
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T07:01:48.000+0000,-281.7511,-14900.902,14534.308,2231,0,2512.751
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T06:31:54.000+0000,-285.84122,-15257.66,14725.117,2283,0,2568.8413
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T06:00:48.000+0000,-290.99042,-15692.067,15163.764,2312,0,2602.9905
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T05:31:00.000+0000,-296.51578,-15992.661,15661.343,2336,0,2632.5159
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T05:00:49.000+0000,-302.3528,-16466.979,15978.44,2353,0,2655.3528
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T04:30:59.000+0000,-308.1374,-16980.945,16387.883,2407,0,2715.1375
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T04:00:56.000+0000,-314.01764,-17328.59,16859.188,2438,0,2752.0176
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T03:30:44.000+0000,-320.32324,-17968.389,17593.002,2475,0,2795.3232
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T03:00:50.000+0000,-327.506,-18386.342,17998.844,2580,0,2907.506
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T02:31:04.000+0000,-336.15015,-18943.729,18785.72,2588,0,2924.1501
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T02:00:50.000+0000,-346.824,-19776.787,19433.89,2586,0,2932.824
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T01:31:03.000+0000,-359.1663,-20498.074,20317.975,2605,0,2964.1663
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T01:01:05.000+0000,-372.8669,-21427.54,21085.4,2724,0,3096.867
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T00:31:59.000+0000,-386.43167,-22303.8,22155.102,2818,0,3204.4316
10_9454C3610D0A_E2288FCE3225_5,2023-04-14T00:00:48.000+0000,-399.84702,-23773.22,23075.576,3076,0,3475.847
10_9454C3610D0A_E2288FCE3225_5,2023-04-13T23:30:59.000+0000,-410.1921,-24184.479,23803.87,3148,0,3558.1921
